,Business ID,Review,Compound,Business Name,Business Alias,Category,City,State,ZipCode,Lat,Long,Review Count,Rating
22,JlsGpIKqx6dvY_DXHL27IA,"My call to this group was a godsend for me. Jordan Watson was very helpful in rectifying my legal issues. They are fast, too. I highly recommend this group.",0.8803,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
23,JlsGpIKqx6dvY_DXHL27IA,"This is my first time ever leaving a negative review on the internet, but people need to be warned about something as serious as court.  If you want to be...",-0.6124,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
24,JlsGpIKqx6dvY_DXHL27IA,"This is my first time ever leaving a negative review on the internet, but people need to be warned about something as serious as court.  If you want to be...",-0.6124,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
25,JlsGpIKqx6dvY_DXHL27IA,"This is my first time ever leaving a negative review on the internet, but people need to be warned about something as serious as court.  If you want to be...",-0.6124,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
26,JlsGpIKqx6dvY_DXHL27IA,"This is my first time ever leaving a negative review on the internet, but people need to be warned about something as serious as court.  If you want to be...",-0.6124,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
27,JlsGpIKqx6dvY_DXHL27IA,Very quick and professional! I would highly recommend for anyone needing help with a ticket,0.6989,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
28,JlsGpIKqx6dvY_DXHL27IA,Very quick and professional! I would highly recommend for anyone needing help with a ticket,0.6989,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
29,JlsGpIKqx6dvY_DXHL27IA,Very quick and professional! I would highly recommend for anyone needing help with a ticket,0.6989,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
30,JlsGpIKqx6dvY_DXHL27IA,Very quick and professional! I would highly recommend for anyone needing help with a ticket,0.6989,Speeding Ticket,speeding-ticket-kansas-city,trafficticketinglaw,Kansas City,MO,64131,39.012985606288,-94.5766060200728,13,4.5
31,h88uJMBcacZnuF0s86530A,I recently retained Brandon to handle a traffic ticket in NKC and he was able to get my case dismissed. The entire situation was handled professionally and...,0.0258,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
32,h88uJMBcacZnuF0s86530A,I recently retained Brandon to handle a traffic ticket in NKC and he was able to get my case dismissed. The entire situation was handled professionally and...,0.0258,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
33,h88uJMBcacZnuF0s86530A,I recently retained Brandon to handle a traffic ticket in NKC and he was able to get my case dismissed. The entire situation was handled professionally and...,0.0258,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
34,h88uJMBcacZnuF0s86530A,I recently retained Brandon to handle a traffic ticket in NKC and he was able to get my case dismissed. The entire situation was handled professionally and...,0.0258,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
35,h88uJMBcacZnuF0s86530A,I highly recommend Kane. Brandon is very friendly and professional. He handled my ticket in one day. Competitive rates and very responsive to any questions...,0.8683,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
36,h88uJMBcacZnuF0s86530A,I highly recommend Kane. Brandon is very friendly and professional. He handled my ticket in one day. Competitive rates and very responsive to any questions...,0.8683,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
37,h88uJMBcacZnuF0s86530A,I highly recommend Kane. Brandon is very friendly and professional. He handled my ticket in one day. Competitive rates and very responsive to any questions...,0.8683,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
38,h88uJMBcacZnuF0s86530A,I highly recommend Kane. Brandon is very friendly and professional. He handled my ticket in one day. Competitive rates and very responsive to any questions...,0.8683,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
39,h88uJMBcacZnuF0s86530A,Delivered as promised and easy to work with. I would definitely recommend to anyone and will definitely use again(but hopefully no speeding tickets in the...,0.9153,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
40,h88uJMBcacZnuF0s86530A,Delivered as promised and easy to work with. I would definitely recommend to anyone and will definitely use again(but hopefully no speeding tickets in the...,0.9153,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
41,h88uJMBcacZnuF0s86530A,Delivered as promised and easy to work with. I would definitely recommend to anyone and will definitely use again(but hopefully no speeding tickets in the...,0.9153,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
42,h88uJMBcacZnuF0s86530A,Delivered as promised and easy to work with. I would definitely recommend to anyone and will definitely use again(but hopefully no speeding tickets in the...,0.9153,Kane Law Office,kane-law-office-kansas-city,general_litigation,Kansas City,MO,64105,39.1019829,-94.5847354,23,5.0
43,y-zAHbDi--kZwqcHcI6eFA,I had a complicated case involving a local car dealer selling me a used vehicle without representing the proper condition of the car (it had been in a...,0.0,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
44,y-zAHbDi--kZwqcHcI6eFA,I had a complicated case involving a local car dealer selling me a used vehicle without representing the proper condition of the car (it had been in a...,0.0,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
45,y-zAHbDi--kZwqcHcI6eFA,I had a complicated case involving a local car dealer selling me a used vehicle without representing the proper condition of the car (it had been in a...,0.0,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
46,y-zAHbDi--kZwqcHcI6eFA,I had a complicated case involving a local car dealer selling me a used vehicle without representing the proper condition of the car (it had been in a...,0.0,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
47,y-zAHbDi--kZwqcHcI6eFA,I had a complicated case involving a local car dealer selling me a used vehicle without representing the proper condition of the car (it had been in a...,0.0,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
48,y-zAHbDi--kZwqcHcI6eFA,Lindsey is absolutely amazing! Thank you for being so kind and making the process so easy.,0.9457,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
49,y-zAHbDi--kZwqcHcI6eFA,Lindsey is absolutely amazing! Thank you for being so kind and making the process so easy.,0.9457,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
50,y-zAHbDi--kZwqcHcI6eFA,Lindsey is absolutely amazing! Thank you for being so kind and making the process so easy.,0.9457,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
51,y-zAHbDi--kZwqcHcI6eFA,Lindsey is absolutely amazing! Thank you for being so kind and making the process so easy.,0.9457,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
52,y-zAHbDi--kZwqcHcI6eFA,Lindsey is absolutely amazing! Thank you for being so kind and making the process so easy.,0.9457,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
53,y-zAHbDi--kZwqcHcI6eFA,"If you need a bankruptcy attorney, go see Lindsey. Knowledgeable, efficient, and friendly. She is straightforward, but in a very good way. I think she truly...",0.8068,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
54,y-zAHbDi--kZwqcHcI6eFA,"If you need a bankruptcy attorney, go see Lindsey. Knowledgeable, efficient, and friendly. She is straightforward, but in a very good way. I think she truly...",0.8068,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
55,y-zAHbDi--kZwqcHcI6eFA,"If you need a bankruptcy attorney, go see Lindsey. Knowledgeable, efficient, and friendly. She is straightforward, but in a very good way. I think she truly...",0.8068,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
56,y-zAHbDi--kZwqcHcI6eFA,"If you need a bankruptcy attorney, go see Lindsey. Knowledgeable, efficient, and friendly. She is straightforward, but in a very good way. I think she truly...",0.8068,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
57,y-zAHbDi--kZwqcHcI6eFA,"If you need a bankruptcy attorney, go see Lindsey. Knowledgeable, efficient, and friendly. She is straightforward, but in a very good way. I think she truly...",0.8068,"Kentner Wyatt, LLC",kentner-wyatt-llc-kansas-city,immigrationlawyers,Kansas City,MO,64112,39.0412225574255,-94.5923595875502,8,5.0
58,Wx4x8F5H0UvsQ9duMFXCKg,Adam and Robert are very professional. Great individuals! Got things done quickly and correctly. Highly recommended,0.7759,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
59,Wx4x8F5H0UvsQ9duMFXCKg,Adam and Robert are very professional. Great individuals! Got things done quickly and correctly. Highly recommended,0.7759,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
60,Wx4x8F5H0UvsQ9duMFXCKg,Adam and Robert are very professional. Great individuals! Got things done quickly and correctly. Highly recommended,0.7759,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
61,Wx4x8F5H0UvsQ9duMFXCKg,Adam and Robert are very professional. Great individuals! Got things done quickly and correctly. Highly recommended,0.7759,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
62,Wx4x8F5H0UvsQ9duMFXCKg,Adam and Robert are very professional. Great individuals! Got things done quickly and correctly. Highly recommended,0.7759,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
63,Wx4x8F5H0UvsQ9duMFXCKg,You'd be crazy for not hiring Adam and Robert. These guys are awesome. They work very hard and are extremely knowledgeable.,0.2516,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
64,Wx4x8F5H0UvsQ9duMFXCKg,You'd be crazy for not hiring Adam and Robert. These guys are awesome. They work very hard and are extremely knowledgeable.,0.2516,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
65,Wx4x8F5H0UvsQ9duMFXCKg,You'd be crazy for not hiring Adam and Robert. These guys are awesome. They work very hard and are extremely knowledgeable.,0.2516,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
66,Wx4x8F5H0UvsQ9duMFXCKg,You'd be crazy for not hiring Adam and Robert. These guys are awesome. They work very hard and are extremely knowledgeable.,0.2516,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
67,Wx4x8F5H0UvsQ9duMFXCKg,You'd be crazy for not hiring Adam and Robert. These guys are awesome. They work very hard and are extremely knowledgeable.,0.2516,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
68,Wx4x8F5H0UvsQ9duMFXCKg,"Very professional, honest, and easy to work with! They are very kind and really cared about us and our needs. They are experienced in what they do and...",0.9268,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
69,Wx4x8F5H0UvsQ9duMFXCKg,"Very professional, honest, and easy to work with! They are very kind and really cared about us and our needs. They are experienced in what they do and...",0.9268,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
70,Wx4x8F5H0UvsQ9duMFXCKg,"Very professional, honest, and easy to work with! They are very kind and really cared about us and our needs. They are experienced in what they do and...",0.9268,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
71,Wx4x8F5H0UvsQ9duMFXCKg,"Very professional, honest, and easy to work with! They are very kind and really cared about us and our needs. They are experienced in what they do and...",0.9268,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
72,Wx4x8F5H0UvsQ9duMFXCKg,"Very professional, honest, and easy to work with! They are very kind and really cared about us and our needs. They are experienced in what they do and...",0.9268,Krause & Kinsman Law Firm,krause-and-kinsman-law-firm-kansas-city,personal_injury,Kansas City,MO,64112,39.0415593,-94.5854956,4,5.0
73,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
74,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
75,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
76,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
77,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
78,iQE6G4qqJDY9-cjifZ2A2Q,"Great attorney!

He was very professional, had a great sense of humor, and was honest and upfront about everything.  The communication was excellent, unlike...",0.9575,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
79,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
80,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
81,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
82,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
83,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
84,iQE6G4qqJDY9-cjifZ2A2Q,"I used this attorney and found his advice flawed, follow through regularly delayed and incomplete. He was caught very unaware when the opposing side did...",-0.4576,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
85,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
86,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
87,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
88,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
89,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
90,iQE6G4qqJDY9-cjifZ2A2Q,"Quick response, my issue was not in the same state but I wish it was. I have been calling attorneys all day today for a family matter and he was by far the...",0.5719,Mark A Wortman,mark-a-wortman-kansas-city,bankruptcy,Kansas City,MO,64114,38.960729,-94.5986549,7,4.0
91,bZCQOiAXtILHbteH7JyjIg,Very professional staff and environment. I met with Deborah on a very last minute court case. Was able to get legal representation. Quite satisfied with the...,0.5563,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
92,bZCQOiAXtILHbteH7JyjIg,Very professional staff and environment. I met with Deborah on a very last minute court case. Was able to get legal representation. Quite satisfied with the...,0.5563,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
93,bZCQOiAXtILHbteH7JyjIg,Very professional staff and environment. I met with Deborah on a very last minute court case. Was able to get legal representation. Quite satisfied with the...,0.5563,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
94,bZCQOiAXtILHbteH7JyjIg,Very professional staff and environment. I met with Deborah on a very last minute court case. Was able to get legal representation. Quite satisfied with the...,0.5563,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
95,bZCQOiAXtILHbteH7JyjIg,"such nice peeps working there!!! if u get a ticket and u d don't want it on ur record, call stacy!! I did it all over the phone  , ty stacy",0.7466,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
96,bZCQOiAXtILHbteH7JyjIg,"such nice peeps working there!!! if u get a ticket and u d don't want it on ur record, call stacy!! I did it all over the phone  , ty stacy",0.7466,Stacy Shaw Law,stacy-shaw-law-kansas-city,personal_injury,Kansas City,MO,64111,39.0572357177734,-94.5946197509766,4,5.0
