,Business ID,Review,Compound,Business Name,Business Alias,Category,City,State,ZipCode,Lat,Long,Review Count,Rating
11,AYUtnxd7u2ySlKEYEYFm8w,"Child custody to Insurance claim for house fire

Back in 2004 my step son's mom decided she was moving out of state and taking our son with her. She was in...",-0.34,Moore Law Center,moore-law-center-mission-2,bankruptcy,Mission,KS,66205,38.88538,-94.77914,3,3.5
12,AYUtnxd7u2ySlKEYEYFm8w,"Three years ago when I lived in Olathe, I had gone into debt trying to help my family.  I didn't know what to do and was very Intimidated with the whole...",-0.4576,Moore Law Center,moore-law-center-mission-2,bankruptcy,Mission,KS,66205,38.88538,-94.77914,3,3.5
13,AYUtnxd7u2ySlKEYEYFm8w,"My dealings with lawyers are few and far between. And after working with Weston Moore, I hope it stays that way. I found Mr. Moore on a legal web site, and...",0.5267,Moore Law Center,moore-law-center-mission-2,bankruptcy,Mission,KS,66205,38.88538,-94.77914,3,3.5
14,nH87jRXOfaAYux_8T8UEnA,Mark was my wife's lawyer.  He is a great guy and you can't go wrong hiring him for domestic issues.,0.7687,Rohrbaugh Mark A,rohrbaugh-mark-a-olathe,bankruptcy,Olathe,KS,66061,38.89123,-94.78005,1,5.0
15,4VZKv_FnRPIsv1YRta67dw,"We sold and bought a house with Stacy Porto as our realtor.  Although we swear we are never moving again, if we did, we would choose Stacy again without...",-0.0516,Stacy Porto - Realtor & Attorney,stacy-porto-realtor-and-attorney-kansas-city,realestateagents,Kansas City,MO,64114,38.9553408536891,-94.5985183846558,2,5.0
16,4VZKv_FnRPIsv1YRta67dw,"We sold and bought a house with Stacy Porto as our realtor.  Although we swear we are never moving again, if we did, we would choose Stacy again without...",-0.0516,Stacy Porto - Realtor & Attorney,stacy-porto-realtor-and-attorney-kansas-city,realestateagents,Kansas City,MO,64114,38.9553408536891,-94.5985183846558,2,5.0
17,4VZKv_FnRPIsv1YRta67dw,"Stacy helped us sell our home in one day for over the asking price. That says it all. 

Positive aspects include her being extremely diligent about...",0.5574,Stacy Porto - Realtor & Attorney,stacy-porto-realtor-and-attorney-kansas-city,realestateagents,Kansas City,MO,64114,38.9553408536891,-94.5985183846558,2,5.0
18,4VZKv_FnRPIsv1YRta67dw,"Stacy helped us sell our home in one day for over the asking price. That says it all. 

Positive aspects include her being extremely diligent about...",0.5574,Stacy Porto - Realtor & Attorney,stacy-porto-realtor-and-attorney-kansas-city,realestateagents,Kansas City,MO,64114,38.9553408536891,-94.5985183846558,2,5.0
19,7eiJxfdcwAILP0tj5ctHKw,After consulting 3 attorneys and comparing the pros and cons. I decided to hire John because of the background he has with handling criminal justice. What I...,0.0,The Law Office of John Harvell,the-law-office-of-john-harvell-olathe-2,criminaldefense,Olathe,KS,66061,38.879384,-94.818995,3,3.5
20,7eiJxfdcwAILP0tj5ctHKw,John Harvell is a great attorney.  He fights hard for his clients and you will not regret hiring him.,0.5158,The Law Office of John Harvell,the-law-office-of-john-harvell-olathe-2,criminaldefense,Olathe,KS,66061,38.879384,-94.818995,3,3.5
21,7eiJxfdcwAILP0tj5ctHKw,Be careful.  John was only concerned about the money he was getting paid and not making sure I received justice.  This was a waste of money.  I could have...,0.0613,The Law Office of John Harvell,the-law-office-of-john-harvell-olathe-2,criminaldefense,Olathe,KS,66061,38.879384,-94.818995,3,3.5
22,qQxEToompk7ikvTxjwzDxQ,Jason and Courtney are great lawyers.  If you need help with a criminal case give them a call.,0.5267,"Billam & Henderson, LLC",billam-and-henderson-llc-olathe,criminaldefense,Olathe,KS,66061,38.88532,-94.81891,1,5.0
23,vA-6twDCsqy4vyOuhrNolA,"Karen handled my case 8 years ago.  Her and the rest of the staff were very good and it went smooth.  More importantly, 8 years later, when I needed some...",0.699,W M Law,w-m-law-olathe,bankruptcy,Olathe,KS,66062,38.91807,-94.76041,2,5.0
24,vA-6twDCsqy4vyOuhrNolA,"A few years ago, my husband and I made the difficult decision to file bankruptcy. We were unique in the fact that we had great credit and no late payments....",0.4588,W M Law,w-m-law-olathe,bankruptcy,Olathe,KS,66062,38.91807,-94.76041,2,5.0
25,5HvcYtc33TxZFBP2efgQ6Q,Zach Roberson is a talented immigration lawyer.  If you need help with an immigration related issue give him a call.,0.7184,"Roberson Law, LLC",roberson-law-llc-olathe-2,immigrationlawyers,Olathe,KS,66061,38.8823128,-94.8184052,1,5.0
26,fa3R4wHPRzEDxsz5VpKFRg,Paul Cramm is a very well respected lawyer and you can not go wrong if you hire him.,0.8087,Cramm Paul D Atty,cramm-paul-d-atty-olathe,lawyers,Olathe,KS,66061,38.8829994,-94.8192291,1,5.0
27,1DXux1ODVNeJOig5Arh2Lg,Vincent Rivera is a class act all the way around.  If you need help give him a call.,0.4019,Rivera Law,rivera-law-olathe,duilawyers,Olathe,KS,66061,38.8817767,-94.8189425,1,5.0
28,xFpArXvloo8SqwvC-epOUA,Kevin helped me get through a very difficult period.  He calmed me down when I got worried about the process and always kept me informed about what would...,-0.3384,Dellett Kevin E,dellett-kevin-e-olathe,lawyers,Olathe,KS,66061,38.87936,-94.81992,2,3.0
29,xFpArXvloo8SqwvC-epOUA,Awful service. I can not reach him after I pay lawyer's fee.  He told me he need to cook for his doughter and need to prepare for his surgery. So he does...,-0.5383,Dellett Kevin E,dellett-kevin-e-olathe,lawyers,Olathe,KS,66061,38.87936,-94.81992,2,3.0
30,4R1x1eBzN_XBOpLx2n-tWQ,"Here is an excerpt from the mediation agreement.

""As a mediator, I am not acting as an attorney and will not give legal advice to either party. Both of you...",0.6736,My Child Advocate PA,my-child-advocate-pa-olathe,lawyers,Olathe,KS,66061,38.88532,-94.81891,1,2.0
31,vJyDEW2TawvUNFZaaXdOIA,"IMHO: 
Heather served as GAL for my children. Heather was recommended by my attorney whom I fired in part because of his refusal to confront Heather and...",-0.5423,Landon Law,landon-law-olathe,divorce,Olathe,KS,66061,38.88333,-94.81911,1,1.0
32,ATE-HxfP_1gTD1luyWgJ0w,I chose Kenny law firm for my divorce...big big mistake! She missed several huge issues in the first month which have caused me lasting trouble. After a...,-0.6476,Kenney Law Firm,kenney-law-firm-olathe,duilawyers,Olathe,KS,66061,38.88333,-94.81911,1,1.0
33,P4gG2WAovLUaGnCA1aiTlQ,I hired this law firm in 2012 to represent me in a Grandparent's Visitation case.  My previous attorney The Mathews Group had miss-handled the same case for...,0.0,Hubbard Ruzicka Kreamer & Kincaid,hubbard-ruzicka-kreamer-and-kincaid-olathe,divorce,Olathe,KS,66061,38.88295,-94.8190709,1,1.0
34,xPlEvBGIgcKMRTS-Ga3fGQ,This use to be an outstanding firm to handle your legal matters. Now they won't even return your calls. You have to leave a voice message when you call. No...,0.6597,Holliday J Roy Jr Atty,holliday-j-roy-jr-atty-olathe,lawyers,Olathe,KS,66061,38.88424,-94.8196,1,1.0
35,RL9v__UL_XCbXsw-e_Yf6Q,I will try to be most informative and stick to the facts. Attached photo is the actual bill from Colleen Zink. While a lot of money have already been paid...,0.0,Zink Colleen Atty,zink-colleen-atty-corning,lawyers,Corning,NY,14830,42.14339,-77.05365,1,2.0
36,_WsXFJRPB0uzX676S5G7Gw,I will try to be most informative and stick to the facts. Attached photo is the actual bill from Colleen Zink. While a lot of money have already been paid...,0.0,Welch & Zink Attorneys,welch-and-zink-attorneys-corning-2,general_litigation,Corning,NY,14830,42.14331,-77.05403,1,2.0
37,f-ono3mMAD-F9qiXzjDiaQ,Great lawyer who very knowledgable in a variety of areas of law. Listens and is a bull dog when he needs to be.,0.6249,Law Office of Douglas Jon Tkacik,law-office-of-douglas-jon-tkacik-bethlehem,divorce,Bethlehem,PA,18018,40.62042,-75.37771,1,5.0
38,XxzeS7hWTzkvXV7rbtZAow,I got in minor trouble with the law. It was a big stressor in my life and upset me very much.  I was referred to Nuria by a friend and hired her to plead...,-0.5994,Law Office of Nuria DiLuzio,law-office-of-nuria-diluzio-bethlehem,lawyers,Bethlehem,PA,18018,40.621921,-75.373779,2,3.0
39,XxzeS7hWTzkvXV7rbtZAow,"Beware! She is all about getting your money..at first she acted like she was on my side, she told me a flat rate fee so I paid her but later was asking me...",0.2598,Law Office of Nuria DiLuzio,law-office-of-nuria-diluzio-bethlehem,lawyers,Bethlehem,PA,18018,40.621921,-75.373779,2,3.0
40,rhdef37E7cQczMKSkUgXbQ,The best lawyer ever. It is truely refeshing to find a lawyer with a heart. Michelle actually cares about her clients and there will being. She is fair and...,0.8591,Michelle DaRe,michelle-dare-bethlehem,divorce,Bethlehem,PA,18015,40.6090507507324,-75.3813095092773,3,5.0
41,rhdef37E7cQczMKSkUgXbQ,Michelle is amazing!!! Many years ago I found her by chance to finalize a divorce and boy am I glad I did. She was very fair between both sides. Almost...,0.9056,Michelle DaRe,michelle-dare-bethlehem,divorce,Bethlehem,PA,18015,40.6090507507324,-75.3813095092773,3,5.0
42,rhdef37E7cQczMKSkUgXbQ,"Excellent attorney. Promptly returned calls, always kept me informed, very fair in billing me and most importantly she knows her stuff. Highly recommend.",0.8929,Michelle DaRe,michelle-dare-bethlehem,divorce,Bethlehem,PA,18015,40.6090507507324,-75.3813095092773,3,5.0
43,Dip7DGswButUoJe-lDd_eQ,"When my girlfriend had a issue at work we contacted George Kounoupis.  He sent one letter to her HR department.  A few days latter, my girlfriend was called...",0.0,Kounoupis Geo S Atty,kounoupis-geo-s-atty-bethlehem,lawyers,Bethlehem,PA,18018,40.62198,-75.37775,1,5.0
44,-4qQ33x36PGIflMDo4b-Fw,Tony did a wonderful job defending my husband's case. He can now get his surgery done without any worries regarding finance. Need an attorney to stand for...,0.7212,Vellner Anthony Attorney At Law,vellner-anthony-attorney-at-law-bethlehem,lawyers,Bethlehem,PA,18018,40.62097,-75.37894,1,5.0
45,7qz1m2WHJpfwxulli1Z1jw,Tony did a wonderful job defending my husband's case. He can now get his surgery done without any worries regarding finance. Need an attorney to stand for...,0.7212,Vellner Law,vellner-law-bethlehem,personal_injury,Bethlehem,PA,18018,40.6222751,-75.3861151,1,5.0
46,hYjOoWAjJTjUQ2VX5Ok3Vg,"I Had a very positive experience with Linda during my difficult divorce. Honestly, she was very caring and considerate and got back to me in a timely manner...",0.9011,Gardner Law Offices,gardner-law-offices-bethlehem,divorce,Bethlehem,PA,18018,40.62479,-75.38139,1,5.0
47,M6mqkbdub_H_MO-q_Y6Atw,"David Deratzian is the lowest of the low. In 2005 I hired him to represent me in a wrongful termination lawsuit, I also was asking about documents I gave to...",-0.6808,"Hahalis & Kounoupis, PC",hahalis-and-kounoupis-pc-bethlehem-2,employmentlawyers,Bethlehem,PA,18018,40.62198,-75.37775,3,1.0
48,M6mqkbdub_H_MO-q_Y6Atw,"Mr. Kounoupis claims that he is ""honest"" and an ""expert"" in both American and Greek law. His ads convinced me to hire him to handle a real estate issue in...",0.4019,"Hahalis & Kounoupis, PC",hahalis-and-kounoupis-pc-bethlehem-2,employmentlawyers,Bethlehem,PA,18018,40.62198,-75.37775,3,1.0
49,M6mqkbdub_H_MO-q_Y6Atw,"there is an old joke , "" what do you call 100 lawyers chained to the bottom of the ocean ?  A good start ! This firm did what everyone who has  ever dealt...",0.6588,"Hahalis & Kounoupis, PC",hahalis-and-kounoupis-pc-bethlehem-2,employmentlawyers,Bethlehem,PA,18018,40.62198,-75.37775,3,1.0
50,GosqcV8swVctx1EP5S_seg,"I Had a very positive experience with Linda during my difficult divorce. Honestly, she was very caring and considerate and got back to me in a timely manner...",0.9011,Gardner Linda Shay ESQ,gardner-linda-shay-esq-bethlehem,lawyers,Bethlehem,PA,18018,40.62479,-75.38139,3,2.5
51,GosqcV8swVctx1EP5S_seg,"Stay Away from this leech. This woman will promise you the world during your consultation, she will seem caring and energetic, but beware it is nothing more...",0.5719,Gardner Linda Shay ESQ,gardner-linda-shay-esq-bethlehem,lawyers,Bethlehem,PA,18018,40.62479,-75.38139,3,2.5
52,GosqcV8swVctx1EP5S_seg,this woman is a bully in the court room.  she likes to throw her weight around(of which she has plenty) without having a solid handle on the law.  it is...,-0.2129,Gardner Linda Shay ESQ,gardner-linda-shay-esq-bethlehem,lawyers,Bethlehem,PA,18018,40.62479,-75.38139,3,2.5
53,9OKy3HhI6pGkkZ-JCSHLJw,"RIPOFF!!! My wife  recently used her (against my repeated protests) for our non contested divorce, there was no property division, child support, or alimony...",0.3348,"Lori Gardiner Kreglow, Esquire",lori-gardiner-kreglow-esquire-bethlehem,divorce,Bethlehem,PA,18018,40.620421,-75.3777099,1,1.0
54,MJiloQujSEnA0NrQCKfv4w,They took my money first and foremost.... Then lost my case....  Then asked for more money to appeal my case...  As if I didn't feel ripped off in the first...,-0.3182,Meshkov & Breslin,meshkov-and-breslin-bethlehem,lawyers,Bethlehem,PA,18018,40.62489,-75.38139,1,1.0
55,5E1tL2Qyz90-dD6dwZO4wQ,Archibald Sharp is an attractive looking estate agents on Dumbarton Road. (I probably only think that it's attractive because it's painted a red/pink...,0.7003,Archibald Sharp & Son,archibald-sharp-and-son-glasgow,lawyers,Glasgow,GLG,G11 6TX,55.870987,-4.304158,1,3.0
56,2XjX5SVo1FO_o3wfDPBVjQ,George Hunter is a con man. Let a flat from them which was infested with Carpet Beetles. Requested fumigation and they organised a carpet cleaner instead....,0.1779,Hunter & Co,hunter-and-co-glasgow,lawyers,Glasgow,GLG,G11 7BE,55.876115,-4.320657,1,1.0
57,00dHdt00LgVe0tQND4yRtQ,"These guys are tenacious- which is what you want when you are selling a house. They really get 5* for their enthusiasm, for being open until midnight, for...",0.4939,McEwan Fraser Legal,mcewan-fraser-legal-edinburgh-2,realestateagents,Edinburgh,EDH,EH7 4LB,55.9645986,-3.1902605,1,4.0
58,6KAgXfGk3OiWPtN-5dT--Q,"TERRIBLE ATTORNEY!! STAY CLEAR!!

I never even got to meet this attorney, he told me that he would meet me at a place near me to sign papers so he could...",-0.3956,Lobaugh Stacey A Atty,lobaugh-stacey-a-atty-ponca-city,lawyers,Ponca City,OK,74601,36.7043914794922,-97.0789489746094,1,1.0
59,CGLP7oVIVhzoQeTuOlFH8Q,"Rob Denton and Larry McMahon are two of the most knowledgeable and caring attorneys that you will find anywhere.  They have both been designated as ""Super...",-0.0352,"Byrd, Byrd, McMahon & Denton",byrd-byrd-mcmahon-and-denton-morganton,personal_injury,Morganton,NC,28655,35.74547,-81.68842,1,5.0
60,q2NWS_2kEARmklbW8AUXTQ,This is an excellent firm for injury cases. I have worked with attorney Herrman before and his office is top notch. I fully recommend Greg's office for your...,0.6697,Herrman & Herrman,herrman-and-herrman-mcallen-4,personal_injury,McAllen,TX,78504,26.230150199149,-98.2058790306885,3,5.0
61,q2NWS_2kEARmklbW8AUXTQ,After my car wreck I wasn't really sure what to do. I'm glad I made the decision to call Herrman & Herrman. Jonathan Garza is a great attorney and was there...,0.4627,Herrman & Herrman,herrman-and-herrman-mcallen-4,personal_injury,McAllen,TX,78504,26.230150199149,-98.2058790306885,3,5.0
62,q2NWS_2kEARmklbW8AUXTQ,I have worked with Herman and Herman and they are awesome. Greg is a really great guy and a top notch lawyer. I highly recommend them if you are looking for...,0.9199,Herrman & Herrman,herrman-and-herrman-mcallen-4,personal_injury,McAllen,TX,78504,26.230150199149,-98.2058790306885,3,5.0
63,sPdkC64JM4Wm2qMha7jktA,"Tom has been instrumental in leading me through a new and foreign legal process. With his guidance and patients, I expect to have a good outcome in my journey.",0.5267,Law Office of Thomas G. Rayfield,law-office-of-thomas-g-rayfield-mcallen,lawyers,McAllen,TX,78501,26.2149028778076,-98.2273483276367,1,5.0
64,dwnElx510oKag-NlrysL_w,Best real estate and bankruptcy aid in the Valley. 90+ years combined experience between two partners. Gorgeous building and great location. No fuss and...,0.9022,"Cardenas & Stephen, LLP",cardenas-and-stephen-llp-mcallen,bankruptcy,McAllen,TX,78501,26.2035599,-98.239563,1,5.0
65,cz7mCgDhnx1e06F_WWn8YA,Excellent lawyer in immigration . Very straight forward but gets the job done . Highly recommend . You can trust he will get the job done .,0.9019,Matulewicz & Associates,matulewicz-and-associates-mcallen-4,immigrationlawyers,McAllen,TX,78501,26.1991900229941,-98.2341406685965,1,5.0
66,enI8LX6enlZM-2omeq76Hg,"Very Professional and straight to the point.  These guys explained my situation in terms that I could understand.  

Do you have legal questions? Then these...",0.3947,Guerra Law Group,guerra-law-group-mcallen,personal_injury,McAllen,TX,78504,26.23892,-98.20684,1,5.0
67,36tlVea9_hSB9zFepmX9gg,"The best law firm in South Texas if you suffered a personal injury. Auto accidents, trucking accidents, slip and falls and wrongful death cases.",-0.8519,J. Gonzalez Law Firm,j-gonzalez-law-firm-mcallen-2,personal_injury,McAllen,TX,78501,26.1923929,-98.2438291,3,5.0
68,36tlVea9_hSB9zFepmX9gg,I called a few years ago to inquire about a possible case i might have and mr gonzalez got on the phone!  He was professional enough to advise me that it...,0.0,J. Gonzalez Law Firm,j-gonzalez-law-firm-mcallen-2,personal_injury,McAllen,TX,78501,26.1923929,-98.2438291,3,5.0
69,36tlVea9_hSB9zFepmX9gg,Great Law firm. Outstanding staff that goes above and beyond for their clients. highly recommend,0.8977,J. Gonzalez Law Firm,j-gonzalez-law-firm-mcallen-2,personal_injury,McAllen,TX,78501,26.1923929,-98.2438291,3,5.0
70,7LN2Y8sq2xArB_og3HfYcw,In 2015 I was involved in a car accident and I was recommended by a friend to come to this law firm. It was my first time dealing with this kind of...,0.7096,Tijerina Legal Group PC,tijerina-legal-group-pc-mcallen,personal_injury,Mcallen,TX,78501,26.1911532,-98.223445,2,4.0
71,7LN2Y8sq2xArB_og3HfYcw,"The firm staff was very helpful through the time my case took to get resolved.  The girls helped me through some tough times, & always helped me as much as...",0.5095,Tijerina Legal Group PC,tijerina-legal-group-pc-mcallen,personal_injury,Mcallen,TX,78501,26.1911532,-98.223445,2,4.0
72,XprXrK7X-A1IZYaGHp8OnA,Worthless!  DO NOT HIRE THIS GUY! He's a liar! He intentionally hurt me for his own personal financial gain. I question his legal competence and his...,-0.7633,Tuttle Michael D Atty,tuttle-michael-d-atty-mcallen,lawyers,McAllen,TX,78501,26.21796,-98.22611,1,1.0
73,IQKUK5ZzCqAm89yTxGRljg,I had a very good experience hiring Sally to take on my difficult custody case which I was having to fight from out of state.  Her legal instincts and...,-0.1045,Connet Law Office,connet-law-office-mcallen,divorce,McAllen,TX,78504,26.2425102137126,-98.2386665046215,2,2.5
74,IQKUK5ZzCqAm89yTxGRljg,If you are ever in a bad situation and looking for a lawyer do not repeat do not hire sally connect. She will take advantage of your situation inputting...,-0.3612,Connet Law Office,connet-law-office-mcallen,divorce,McAllen,TX,78504,26.2425102137126,-98.2386665046215,2,2.5
75,AaoIsc59O2IlU5HZiITgRg,"Terrible experience,  they are in it for themselves. Habit of prolonging cases for their benefit and nickel and dime you all they way.",-0.0258,Atlas Hall & Rodriguez,atlas-hall-and-rodriguez-mcallen-2,general_litigation,Mcallen,TX,78501,26.217966,-98.226116,1,1.0
76,1azk7-Fy2bcgex6O_fXIOA,"As a realtor,I have recommended Sol to a number of my clients who have been very pleased. He was also my attorney when I purchased my home.",0.6478,Cohen & Sales,cohen-and-sales-newton,realestatesvcs,Newton,MA,02466,42.3388685,-71.2527116,17,5.0
77,1azk7-Fy2bcgex6O_fXIOA,"Can't say enough good things about Sol and his team. They helped many of our mutual clients on both, selling and buying real estate. Sol makes him self...",-0.3412,Cohen & Sales,cohen-and-sales-newton,realestatesvcs,Newton,MA,02466,42.3388685,-71.2527116,17,5.0
78,1azk7-Fy2bcgex6O_fXIOA,Information about my case: Basically the sellers accepted my offer to the condo (both parties signed the offer letter). I had the inspection done and hired...,0.5859,Cohen & Sales,cohen-and-sales-newton,realestatesvcs,Newton,MA,02466,42.3388685,-71.2527116,17,5.0
79,T-WjGPdAGADg1hZgnGSiFA,My husband and I just recently purchased our first home! Matt was there for us every step of the way and made the process very easy. He met us in the town...,0.54,Matthew E. Scafidi,matthew-e-scafidi-wellesley,realestatelawyers,Wellesley,MA,02481,42.3239974975586,-71.2609024047852,18,5.0
80,T-WjGPdAGADg1hZgnGSiFA,"Matt and his team were a dream to work with and made the whole home buying process as painless as it can get. They were patient, answered all my questions...",0.4939,Matthew E. Scafidi,matthew-e-scafidi-wellesley,realestatelawyers,Wellesley,MA,02481,42.3239974975586,-71.2609024047852,18,5.0
81,T-WjGPdAGADg1hZgnGSiFA,"Matt was easy to work with. He led us step by step, was flexible with our schedules and on the day of closing was patient in explaining the documents and...",0.5859,Matthew E. Scafidi,matthew-e-scafidi-wellesley,realestatelawyers,Wellesley,MA,02481,42.3239974975586,-71.2609024047852,18,5.0
82,jEjERHSrPFnE3NsbKhoG9g,"""Unfortunately, my 18-year-old, who struggles with mental health issues, was involved in incidents which brought her to the attention of the Newton Police....",-0.3612,Ferraro & Boulé Attorneys at Law,ferraro-and-boulé-attorneys-at-law-newton,divorce,Newton,MA,02466,42.3478317,-71.2483978,2,5.0
83,jEjERHSrPFnE3NsbKhoG9g,"I came to Ferraro & Boule after my landlord had sent me a bill years after the bill should have been presented to me.  Per my lease, I was responsible for...",0.3182,Ferraro & Boulé Attorneys at Law,ferraro-and-boulé-attorneys-at-law-newton,divorce,Newton,MA,02466,42.3478317,-71.2483978,2,5.0
84,GgtF4XzFdarOx-VcO1_pgw,I cannot speak more highly of Chris. Highly responsive and hard working. We had a very difficult situation that she stayed on top of and got us through....,0.0352,Burt Christine A Atty,burt-christine-a-atty-waltham,lawyers,Waltham,MA,02452,42.3765963,-71.2335559,1,5.0
85,nzKDlob89_iiYbl_IU1Gpg,"After a brief experience with a poor attorney whom we opted not to hire, my wife and I turned to David Nickerson at my bosses' suggestion(s) for the...",-0.4767,Nickerson David Atty,nickerson-david-atty-wellesley,lawyers,Wellesley,MA,02481,42.316095,-71.2447227,1,5.0
86,hXmUfcNSypvuHtdJSbLyvQ,My wife and I recently worked with Attorney Brian David Brown with regards to setting up a private mortgage and other related documents during our first...,0.0,"Brown Law Offices, P.C.",brown-law-offices-p-c-wellesley,estateplanning,Wellesley,MA,02481,42.316055,-71.244675,1,5.0
87,nU5GUmuyDDG22Y84vnTbsw,"I can't believe this is the first review for Nicole!  We were referred to Nicole thru our Mortgage Lender Guaranteed Rate, and she was fantastic.  She kept...",0.5983,Law Offices of Nicole Starck,law-offices-of-nicole-starck-waltham,realestatelawyers,Waltham,MA,02452,42.3764852,-71.2376712365235,2,3.0
88,nU5GUmuyDDG22Y84vnTbsw,"I used Nicole in 2014 because my real estate team recommended her. At that time, I was very pleased with her service. She was unbelievably responsive and...",0.7774,Law Offices of Nicole Starck,law-offices-of-nicole-starck-waltham,realestatelawyers,Waltham,MA,02452,42.3764852,-71.2376712365235,2,3.0
89,cV5IauC_j-Cba1QGAcORVA,I don't have enough words to describe how amazing the experience with this firm was. They work very hard to make sure you have winning results. I could not...,0.8319,Estate Street Partners,estate-street-partners-newton,estateplanning,Newton,MA,02466,42.3375387,-71.2518319,1,5.0
90,54KpFsCOLXYRquSvcLM0CA,"I hired Richard about 8 years ago for a small claims suit. Let me say this, you'd never want to be on the other side of Berkent Legal Services! The other...",0.1456,"Richard Kent Berger, Esq",richard-kent-berger-esq-framingham-2,estateplanning,Framingham,MA,01701,42.322116,-71.416887,2,5.0
91,54KpFsCOLXYRquSvcLM0CA,"About 6 months ago I approached Ricky (excuse me, Richard) on the merits of creating an LLC versus a sole-proprietorship for a new company.  He was very...",0.5994,"Richard Kent Berger, Esq",richard-kent-berger-esq-framingham-2,estateplanning,Framingham,MA,01701,42.322116,-71.416887,2,5.0
92,iQP9kOh668GIR8kH-MMlhQ,"The Center for mediation saved my life! Lynne was literally a saving grace who was able to get my former husband and I to work together, at a time in out...",0.7088,Lynne Halem,lynne-halem-wellesley-hills,divorce,Wellesley Hills,MA,02481,42.3253716638494,-71.2531282699282,1,5.0
93,kmj0LVVASXDntvodhUWxeg,Attorney Feldman is an extremely professional attorney.  He handled my divorce and custody issues extremely well.  He made a very difficult situation in my...,-0.1027,Feldman Family Law,feldman-family-law-wellesley-hills,divorce,Wellesley Hills,MA,02481,42.32503,-71.2524,1,5.0
94,AvUEP0n9TJQY6e2LXxXQ8Q,"Helpful, knowledgeable and very trustworthy. Mark helped my girlfriend and me out while we were buying our first condo - I would recommend his work to...",0.8479,Caramanica Mark S Lwyr,caramanica-mark-s-lwyr-waltham,lawyers,Waltham,MA,02451,42.3762949,-71.2384555,1,4.0
